learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes)
100.0,2.037559867,9.429524613913359E-6,100.0,53.0,6.000000000000005,52.52525252525253,6.000000000000005,100.0,1.7888824E7
200.0,4.938224977,2.286719762097829E-5,200.0,60.5,20.999999999999996,60.30150753768844,20.999999999999996,200.0,1.7907248E7
300.0,7.549917709,3.497318253838262E-5,300.0,67.0,34.00000000000001,66.88963210702342,34.00000000000001,300.0,1.7917624E7
400.0,10.100879045,4.6805631106868645E-5,400.0,69.25,38.5,69.17293233082708,38.5,400.0,1.7929704E7
500.0,12.522570271,5.804715036533089E-5,500.0,70.19999999999999,40.39999999999999,70.14028056112224,40.39999999999999,500.0,1.794356E7
600.0,14.902293866,6.909910553075423E-5,600.0,72.33333333333334,44.66666666666668,72.28714524207011,44.66666666666668,600.0,1.7952088E7
700.0,17.426034776,8.082442652700966E-5,700.0,73.14285714285714,46.285714285714285,73.10443490701002,46.285714285714285,700.0,1.7959008E7
800.0,19.856332122,9.212453577662848E-5,800.0,73.625,47.24999999999999,73.59198998748435,47.24999999999999,800.0,1.7973208E7
900.0,22.481277114,1.0433431234716259E-4,900.0,74.55555555555556,49.11111111111111,74.52725250278085,49.11111111111111,900.0,1.7979864E7
1000.0,24.90637112,1.1562111892656643E-4,1000.0,75.1,50.2,75.07507507507508,50.2,1000.0,1.7990568E7
1100.0,27.760766341,1.2895165003347313E-4,1100.0,74.90909090909092,49.81818181818183,74.88626023657872,49.81818181818183,1100.0,1.8052432E7
1200.0,30.078296914,1.3977816572495675E-4,1200.0,74.33333333333333,48.66666666666666,74.31192660550458,48.66666666666666,1200.0,1.8057832E7
1300.0,32.314928165,1.50230624040774E-4,1300.0,73.92307692307692,47.84615384615385,73.90300230946882,47.84615384615385,1300.0,1.806452E7
1400.0,34.644308935,1.6111881418378102E-4,1400.0,73.64285714285714,47.285714285714285,73.6240171551108,47.285714285714285,1400.0,1.8068312E7
1500.0,36.973598262,1.720091752590923E-4,1500.0,73.33333333333333,46.66666666666666,73.31554369579719,46.66666666666666,1500.0,1.8072624E7
1600.0,39.365715701,1.8319528798628408E-4,1600.0,73.625,47.24999999999999,73.60850531582238,47.24999999999999,1600.0,1.8075864E7
1700.0,41.731554099,1.9426086878417836E-4,1700.0,73.82352941176471,47.64705882352942,73.80812242495585,47.64705882352942,1700.0,1.8079712E7
1800.0,44.392582646,2.0670943065902476E-4,1800.0,73.72222222222223,47.44444444444444,73.7076153418566,47.44444444444444,1800.0,1.8083064E7
1900.0,46.781149103,2.1788565127061179E-4,1900.0,73.63157894736842,47.26315789473685,73.6176935229068,47.26315789473685,1900.0,1.8086728E7
2000.0,49.125681603,2.28858028039653E-4,2000.0,73.5,47.0,73.48674337168585,47.0,2000.0,1.8090344E7
2100.0,51.57255048,2.4031143402917954E-4,2100.0,73.33333333333333,46.66666666666666,73.32062887089089,46.66666666666666,2100.0,1.8093656E7
2200.0,54.094055672,2.5211653347696213E-4,2200.0,73.31818181818181,46.63636363636363,73.30604820372896,46.63636363636363,2200.0,1.8097232E7
2300.0,56.586373362,2.6378701098430095E-4,2300.0,73.26086956521739,46.52173913043478,73.24923879947804,46.52173913043478,2300.0,1.8100376E7
2400.0,59.031714853,2.752397859515242E-4,2400.0,72.91666666666666,45.83333333333333,72.90537724051688,45.83333333333333,2400.0,1.810396E7
2500.0,61.491605095,2.8676242086069496E-4,2500.0,73.11999999999999,46.239999999999995,73.10924369747899,46.239999999999995,2500.0,1.8106664E7
2600.0,63.954676417,2.983015674441684E-4,2600.0,73.15384615384616,46.307692307692314,73.14351673720662,46.307692307692314,2600.0,1.8109192E7
2700.0,66.602044738,3.107059169510479E-4,2700.0,73.25925925925925,46.51851851851851,73.24935161170804,46.51851851851851,2700.0,1.8111816E7
2800.0,69.608476964,3.247949706241261E-4,2800.0,73.39285714285714,46.78571428571428,73.38335119685601,46.78571428571428,2800.0,1.8114768E7
2900.0,72.152164505,3.367175048885E-4,2900.0,73.06896551724138,46.13793103448276,73.05967575025872,46.13793103448276,2900.0,1.8117872E7
3000.0,74.758068501,3.4893321832622093E-4,3000.0,72.8,45.599999999999994,72.79093031010336,45.599999999999994,3000.0,1.8120192E7
3100.0,77.876864613,3.635625852744803E-4,3100.0,72.45161290322581,44.90322580645161,72.15520052168243,44.32855280312907,3100.0,1.81318E7
3200.0,80.675168352,3.766933123768029E-4,3200.0,72.28125,44.56249999999999,71.68847749760613,43.39502233567326,3200.0,1.8138288E7
3300.0,83.27614302,3.8890001124417705E-4,3300.0,72.15151515151516,44.30303030303031,71.28125,42.56250000000001,3300.0,1.8141136E7
3400.0,85.83404821,4.0090640605381164E-4,3400.0,72.23529411764706,44.47058823529413,71.10498928680748,42.22766217870258,3400.0,1.8143896E7
3500.0,88.32742465,4.126119413087024E-4,3500.0,72.45714285714286,44.914285714285704,71.07710771077107,42.17156568686262,3500.0,1.814704E7
3600.0,91.084228578,4.2555588295024155E-4,3600.0,72.69444444444444,45.38888888888888,71.08823529411764,42.17647058823528,3600.0,1.8149432E7
3700.0,94.0167845,4.393278803793624E-4,3700.0,72.72972972972973,45.45945945945946,70.89702913181425,41.81084198385236,3700.0,1.8153192E7
3800.0,96.699635195,4.5192971645283006E-4,3800.0,72.84210526315789,45.684210526315795,70.78969714123974,41.59592529711375,3800.0,1.8156816E7
3900.0,99.679110606,4.659274671186791E-4,3900.0,72.7948717948718,45.58974358974359,70.52777777777777,41.055555555555564,3900.0,1.8160208E7
4000.0,102.735696185,4.8028913062867884E-4,4000.0,72.82499999999999,45.64999999999999,70.35724025088628,40.73064340239912,4000.0,1.8162288E7
4100.0,105.538152147,4.934580987044415E-4,4100.0,72.58536585365853,45.17073170731707,69.89016876506831,39.796464916979104,4100.0,1.816416E7
4200.0,108.274457387,5.063178444691919E-4,4200.0,72.42857142857143,44.85714285714286,69.52631578947368,39.05263157894737,4200.0,1.8166456E7
4300.0,111.004798168,5.191508193266862E-4,4300.0,72.37209302325581,44.74418604651162,69.27851047323507,38.57290589451913,4300.0,1.816824E7
4400.0,113.625729492,5.314707698240028E-4,4400.0,72.3409090909091,44.68181818181818,69.05669972031528,38.129130655821044,4400.0,1.8170032E7
4500.0,116.145680978,5.433173165712962E-4,4500.0,72.31111111111112,44.62222222222223,68.85000000000001,37.7,4500.0,1.8171968E7
4600.0,118.943539905,5.564741675878078E-4,4600.0,72.28260869565217,44.565217391304344,68.63468634686346,37.80487804878048,4600.0,1.8177264E7
4700.0,121.63094267,5.691138987339109E-4,4700.0,72.08510638297872,44.161446441659564,68.24782187802518,37.494044783230116,4700.0,1.8180568E7
4800.0,124.219777,5.812921521175082E-4,4800.0,71.875,43.74137563102121,67.8418294425917,37.180083759888326,4800.0,1.8183736E7
4900.0,126.720181336,5.930560428453379E-4,4900.0,71.81632653061224,43.63265306122448,67.62016412661195,37.22727272727273,4900.0,1.8186248E7
5000.0,129.298550817,6.051882270917953E-4,5000.0,71.8,43.59172377771266,67.45152354570637,37.3054690973766,5000.0,1.8188472E7
5100.0,132.341481493,6.195086174378827E-4,5100.0,71.80392156862744,43.5997679944641,67.30331969076853,37.45106568073075,5100.0,1.819136E7
5200.0,135.342119316,6.336315872695541E-4,5200.0,71.78846153846153,43.576923076923066,67.14445688689808,37.57446808510637,5200.0,1.819344E7
5300.0,138.107864688,6.466514890926654E-4,5300.0,71.71698113207547,43.426147862360494,66.92409532215358,37.51563151313048,5300.0,1.819692E7
5400.0,140.670784865,6.587181870908871E-4,5400.0,71.77777777777777,43.54792794362474,66.85515441496302,37.770518579011835,5400.0,1.8199344E7
5500.0,143.128817026,6.702921519089255E-4,5500.0,71.6,43.199999999999996,66.5166130760986,37.519999999999996,5500.0,1.8201072E7
5600.0,145.909664609,6.833874531723688E-4,5600.0,71.60714285714286,43.206933040438265,66.39898562975486,37.62259709690075,5600.0,1.8202904E7
5700.0,148.890881709,6.974277714932734E-4,5700.0,71.71929824561404,43.4314858168075,66.40266777824093,37.97614467102733,5700.0,1.8204792E7
5800.0,151.894761231,7.115770773068056E-4,5800.0,71.67241379310344,43.344827586206904,66.22816032887975,38.0,5800.0,1.8207696E7
5900.0,155.126459949,7.268016970509311E-4,5900.0,71.64406779661017,43.28137041798263,66.0786699107867,38.0140792886254,5900.0,1.8210336E7
5995.0,157.560185614,7.38269018685834E-4,5995.0,71.77648040033361,43.549685930801814,66.12612612612612,38.40553330906443,5995.0,1.8213472E7
